lang;fakulta;katedra;zkratka;rok;nazev;kreditu;vyukaZS;vyukaLS;vyucovaciJazyky;jazykyZkr;skupinaAkreditaceZkr;skupinaAkreditace;urovenVypoctena;ectsNabizetUPrijezdu;ectsZobrazit
en;PF;KVV;4002;2019;Introduction to Artefiletics and Art Therapy;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4002;2020;Introduction to Artefiletics and Art Therapy;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4003;2018;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4003;2022;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4003;2023;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4003;2016;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4003;2021;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4003;2017;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4003;2019;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4003;2020;Introduction to Graphics Editing;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4004;2018;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4004;2022;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4004;2023;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4004;2016;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4004;2021;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4004;2017;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4004;2019;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4004;2020;Introduction to Art Making 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4005;2018;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4005;2022;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4005;2023;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4005;2016;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4005;2021;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4005;2017;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4005;2019;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4005;2020;Figure Drawing;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4006;2018;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4006;2022;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4006;2023;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4006;2016;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4006;2021;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4006;2017;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4006;2019;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4006;2020;Printmaking Techniques;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4007;2018;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4007;2022;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4007;2023;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4007;2016;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4007;2021;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4007;2017;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4007;2019;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4007;2020;Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4008;2018;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4008;2022;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4008;2023;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4008;2016;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4008;2021;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4008;2017;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4008;2019;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4008;2020;Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4009;2018;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4009;2022;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4009;2023;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4009;2016;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4009;2021;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4009;2017;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4009;2019;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4009;2020;Site Specific Course;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4010;2018;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4010;2022;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4010;2023;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4010;2016;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4010;2021;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4010;2017;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4010;2019;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4010;2020;Computer Graphics;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4011;2018;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4011;2022;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4011;2023;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4011;2016;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4011;2021;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4011;2017;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4011;2019;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4011;2020;Project Seminar 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4012;2018;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4012;2022;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4012;2023;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4012;2016;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4012;2021;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4012;2017;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4012;2019;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4012;2020;Introduction to Art Making 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4013;2018;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4013;2022;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4013;2023;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4013;2016;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4013;2021;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4013;2017;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4013;2019;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4013;2020;Figure Drawing;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4014;2018;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4014;2022;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4014;2023;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4014;2016;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4014;2021;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4014;2017;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4014;2019;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4014;2020;Printmaking Techniques;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4015;2018;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4015;2022;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4015;2023;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4015;2016;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4015;2021;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4015;2017;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4015;2019;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4015;2020;Modern and Contemporary Art History 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4016;2018;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4016;2022;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4016;2023;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4016;2016;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4016;2021;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4016;2017;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4016;2019;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4016;2020;Media Image of Institution 1;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4017;2018;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4017;2022;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4017;2023;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4017;2016;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4017;2021;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4017;2017;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4017;2019;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4017;2020;Practicum 1;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4018;2018;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4018;2022;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4018;2023;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4018;2016;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4018;2021;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4018;2017;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4018;2019;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4018;2020;Introduction to Art Making 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4019;2018;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4019;2022;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4019;2023;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4019;2016;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4019;2021;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4019;2017;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4019;2019;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4019;2020;Mediation of Art Making 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4020;2018;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4020;2022;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4020;2023;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4020;2016;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4020;2021;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4020;2017;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4020;2019;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4020;2020;Street Art projects 1;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4021;2018;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4021;2022;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4021;2023;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4021;2016;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4021;2021;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4021;2017;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4021;2019;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4021;2020;Modern and Contemporary Art History 2;4;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4022;2018;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4022;2022;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4022;2023;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4022;2016;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4022;2021;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4022;2017;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4022;2019;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4022;2020;Media Image of Institution 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4023;2018;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4023;2022;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4023;2023;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4023;2016;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4023;2021;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4023;2017;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4023;2019;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4023;2020;Practicum 2;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4024;2018;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4024;2022;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4024;2023;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4024;2016;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4024;2021;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4024;2017;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4024;2019;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4024;2020;Introduction to Art Making 4;5;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4025;2018;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4025;2022;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4025;2023;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4025;2016;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4025;2021;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4025;2017;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4025;2019;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4025;2020;Mediation of Art Making 2;2;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4026;2018;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4026;2022;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4026;2023;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4026;2016;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4026;2021;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4026;2017;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4026;2019;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4026;2020;Approaches in Artefiletics;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4027;2018;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4027;2022;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4027;2023;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4027;2016;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4027;2021;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4027;2017;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4027;2019;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4027;2020;Street Art projects 2;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4028;2018;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4028;2022;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4028;2023;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4028;2016;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4028;2021;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4028;2017;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4028;2019;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4028;2020;Practicum 3;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4029;2018;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4029;2022;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4029;2023;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4029;2016;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4029;2021;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4029;2017;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4029;2019;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4029;2020;Psychosocial Disorder Prevention in Assisting Professions;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4030;2018;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4030;2022;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4030;2023;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4030;2016;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4030;2021;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4030;2017;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4030;2019;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4030;2020;Relaxing and Imaginative Techniques in Art Education;2;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4031;2018;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4031;2022;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4031;2023;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4031;2016;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4031;2021;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4031;2017;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4031;2019;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4031;2020;Introduction to Art Making 5;5;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4032;2018;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4032;2022;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4032;2023;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4032;2016;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4032;2021;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4032;2017;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4032;2019;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4032;2020;Bachelor's Thesis Seminar;4;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4033;2018;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4033;2022;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4033;2023;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4033;2016;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4033;2021;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4033;2017;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4033;2019;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4033;2020;Approaches in Artefiletics;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4034;2018;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4034;2022;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4034;2023;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4034;2016;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4034;2021;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4034;2017;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4034;2019;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4034;2020;Textile Making;3;A;N;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4035;2018;Art brut;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4035;2022;Art brut;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4035;2023;Art brut;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4035;2016;Art brut;3;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4035;2021;Art brut;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4035;2017;Art brut;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4035;2019;Art brut;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4035;2020;Art brut;3;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4036;2018;Bachelor's Thesis;8;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4036;2022;Bachelor's Thesis;8;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4036;2023;Bachelor's Thesis;8;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4036;2016;Bachelor's Thesis;8;N;A;Czech;CZ;;;Bc.;A;A
en;PF;KVV;4036;2021;Bachelor's Thesis;8;N;A;Czech;CZ;;;Bc.;A;N
en;PF;KVV;4036;2017;Bachelor's Thesis;8;N;A;Czech;CZ;;;Bc.;A;N
